facility_id,vaccine_type,ADDRESS,street2,city,state,postal_code,country,NAME,url,Phone,VENUE_TYPE,begin_date,end_date,recurrence_days,hours,eligibility,cost,notes,LAT,LON,location
59,MMR,1154 S CLARK ST,,CHICAGO,IL,60605,,MinuteClinic Inside Target,https://www.cvs.com/minuteclinic,1-866-389-ASAP (2727),MinuteClinic,5/13/2019,5/20/2020,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Monday - Friday 9:00am - 7:30pm; Saturday 9:00am-4:00pm; Sunday 9:00am-4:00pm,,See Website for Details:  https://www.cvs.com/minuteclinic/insurance-and-billing,,41.868159,-87.631131,POINT (-87.631131 41.868159)
53,MMR,344 W HUBBARD ST,,CHICAGO,IL,60654,,MinuteClinic Inside CVS/pharmacy,https://www.cvs.com/minuteclinic,1-866-389-ASAP (2727),MinuteClinic,5/13/2019,5/20/2020,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Monday - Friday 8:30am - 7:30pm; Saturday 9:00am-5:30pm; Sunday 9:00am-4:30pm,,See Website for Details:  https://www.cvs.com/minuteclinic/insurance-and-billing,,41.89023,-87.637229,POINT (-87.637229 41.89023)
36,MMR,370 N. Des Plaines Ave,,Chicago,IL,60661,,Jewel-Osco Pharmacy,http://www.jeweloscopharmacies.com,312-243-2714,Pharmacy,5/13/2019,5/20/2020,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Monday-Friday: 9am-9pm, Saturday-Sunday: 9am-5pm",,"Call for details. If insured, insurance will be billed",Earn a coupon to save 10% (up to a $20 value) on your next grocery purchase at Jewel-Osco.,41.888925,-87.645085,POINT (-87.645085 41.888925)
8,MMR,6310 N. NAGLE AVE.,,Chicago,IL,60646,,Walgreens,https://www.walgreens.com/,773-774-2225,Pharmacy,5/13/2019,5/20/2020,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",M-F 9AM-9PM; SAT 9AM-6PM; SUN 10AM-6PM,,Call for details.,,41.995926,-87.787976,POINT (-87.787976 41.995926)
20,MMR,424 W Division St,,Chicago,IL,60610,,Jewel-Osco Pharmacy,http://www.jeweloscopharmacies.com,312-642-2951,Pharmacy,5/13/2019,5/20/2020,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Monday-Friday: 9am-9pm, Saturday-Sunday: 9am-5pm",,"Call for details. If insured, insurance will be billed",Earn a coupon to save 10% (up to a $20 value) on your next grocery purchase at Jewel-Osco.,41.90548,-87.639474,POINT (-87.639474 41.90548)
48,MMR,6014 S. Cottage Grove,,Chicago,IL,60637,,Jewel-Osco Pharmacy,http://www.jeweloscopharmacies.com,773-358-4301,Pharmacy,5/13/2019,5/20/2020,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Monday-Friday: 8am-9pm, Saturday: 9am-6pm, Sunday: 9am-5pm",,"Call for details. If insured, insurance will be billed",Earn a coupon to save 10% (up to a $20 value) on your next grocery purchase at Jewel-Osco.,41.946934,-87.64603,POINT (-87.64603 41.946934)
55,MMR,1165 N CLARK,,CHICAGO,IL,60610,,MinuteClinic Inside CVS/pharmacy,https://www.cvs.com/minuteclinic,1-866-389-ASAP (2727),MinuteClinic,5/13/2019,5/20/2020,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Monday - Friday 8:30am - 7:30pm; Saturday 9:00am-5:30pm; Sunday 9:00am-4:30pm,,See Website for Details:  https://www.cvs.com/minuteclinic/insurance-and-billing,,41.903724,-87.631225,POINT (-87.631225 41.903724000000004)
26,MMR,87 W 87th Street,,Chicago,IL,60620,,Jewel-Osco Pharmacy,http://www.jeweloscopharmacies.com,773-483-6500,Pharmacy,5/13/2019,5/20/2020,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Monday-Friday: 8am-10pm, Saturday: 9am-6pm, Sunday: 9am-5pm",,"Call for details. If insured, insurance will be billed",Earn a coupon to save 10% (up to a $20 value) on your next grocery purchase at Jewel-Osco.,41.735505,-87.627787,POINT (-87.627787 41.735505)
18,MMR,1340 S Canal St,,Chicago,IL,60607,,Jewel-Osco Pharmacy,http://www.jeweloscopharmacies.com,312-666-5612,Pharmacy,5/13/2019,5/20/2020,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Monday-Friday: 8am-10pm, Saturday-Sunday: 9am-5pm",,"Call for details. If insured, insurance will be billed",Earn a coupon to save 10% (up to a $20 value) on your next grocery purchase at Jewel-Osco.,41.864233,-87.640015,POINT (-87.640015 41.864233)
32,MMR,3644 S Archer Ave,,Chicago,IL,60609,,Jewel-Osco Pharmacy,http://www.jeweloscopharmacies.com,773-523-1700,Pharmacy,5/13/2019,5/20/2020,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Monday-Friday: 8am-8pm, Saturday-Sunday: 9am-5pm",,"Call for details. If insured, insurance will be billed",Earn a coupon to save 10% (up to a $20 value) on your next grocery purchase at Jewel-Osco.,41.828041,-87.682662,POINT (-87.682662 41.828041)
2,MMR,4150 W. 55th St.,,Chicago,IL,60632,,Greater Lawn WIC,https://www.cityofchicago.org/city/en/depts/cdph/supp_info/health-protection/immunizations_walk-inclinics.html,312-747-5416,City WIC,5/13/2019,5/20/2020,"Monday, Tuesday, Wednesday","Mondays, Tuesdays, Wednesdays: 8:30 AM to 3:30 PM. Closed 2nd Wed every month 12 to 4 PM.",,"No cost to individual. If insured, insurance will be billed.",,41.79327,-87.72766,POINT (-87.72766 41.79327)
,,1649 N. Pulaski,,Chicago,IL,60639,,PrimeCare Northwest,,,FQHC,,,,,,,,41.91140136200045,-87.72635381199967,
,,7464 N. Clark,,Chicago,IL,60626,,ACCESS at St. Francis Health Center,,,FQHC,,,,,,,,42.017604107000466,-87.67559248499964,
,,2400 S Marshall Blvd,,Chicago,IL,60623,,Alivio Medical Center - John Spry Community School and Community Links High School,,,FQHC; School-based health center (open to community),,,,,,,,41.848282603000484,-87.69904124599964,
,,2418 W. Division,,Chicago,IL,60622,,Erie Family Health Center - Division St.,,,FQHC,,,,,,,,41.90302998900046,-87.68782578699967,
,,4259 S. Berkeley,,Chicago,IL,60653,,Near North - Komed Holman Health Center,,,FQHC,,,,,,,,41.81737008500045,-87.60057552799964,
,,621 S. Winchester,,Chicago,IL,60612,,Cook County - Fantus Health Center,,,County government clinic,,,,,,,,41.87148152800046,-87.67500796699966,
,,4909 W. Division,,Chicago,IL,60651,,Circle Family Healthcare Network - Division,,,FQHC,,,,,,,,41.90231220400045,-87.74919988799968,
,,5647 W. Addison,,Chicago,IL,60634,,PrimeCare Portage Park,,,FQHC,,,,,,,,41.94584029000049,-87.76800760099968,
,,200 E. 115th St,,Chicago,IL,60628,,Aunt Martha's Roseland Community Health Center,,,FQHC,,,,,,,,41.68540951200049,-87.61792957899968,
,,5350 S Prairie Ave,,Chicago,IL,60615,,University of Chicago- Washinton Park Children's Free Health Clinic ,,,Pediatric and adolescents only,,,,,,,,41.79748096800046,-87.61931869899968,
,,450 E. 51st St,,Chicago,IL,60615,,Cook County - John Sengstacke Health Center,,,County government clinic,,,,,,,,41.80213342400049,-87.61529021799964,
,,2200 W. Touhy,,Chicago,IL,60645,,Heartland Health Centers - Rogers Park,,,FQHC,,,,,,,,42.01227634000048,-87.6864202599997,
,,1945 W Wilson Ave,,Chicago,IL,60640,,Erie Family Health Center - Teen Health Center,,,FQHC; adolescent health only,,,,,,,,41.96509179700047,-87.67784704099967,
,,800 N. Kedzie,,Chicago,IL,60651,,Near North - Louise Landau Health Center,,,FQHC,,,,,,,,41.89568381000049,-87.70658510099969,
,,2645 W. Lawrence,,Chicago,IL,60625,,Heartland Health Centers - Lincoln Square,,,FQHC,,,,,,,,41.968531992000464,-87.69534853899967,
,,5401 S. Wentworth Ave.,,Chicago,IL,60609,,ACCESS Grand Boulevard Family Health Center,,,FQHC,,,,,,,,41.79671972200049,-87.63052323499966,
,,4829 S. Cottage Grove,,Chicago,IL,60615,,Near North - Cottage View Health Center,,,FQHC,,,,,,,,41.80722741900047,-87.60648706099965,
,,3600 W. Fullerton Ave,,Chicago,IL,60647,,Infant Welfare Society,,,"Pediatric, adolescent, and women's health only",,,,,,,,41.92463713900048,-87.71795042699966,
,,4747 N. Kedzie,,Chicago,IL,60625,,Erie Family Health Center -- Helping Hands,,,FQHC,,,,,,,,41.968099048000454,-87.70842421999964,
,,1701 W. Superior,,Chicago,IL,60622,,Erie Family Health Center - West Town,,,FQHC,,,,,,,,41.895104121000486,-87.6698091459997,
,,3752 W. 16th Street,,Chicago,IL,60623,,ACCESS Westside Family Health Center,,,FQHC,,,,,,,,41.85895836900045,-87.71930103399967,
,,645 S. Central Ave. Suite 600 ,,Chicago,IL,60644,,PCC Community Wellness Center at Loretto Hospital,,,FQHC,,,,,,,,41.892441334000466,-87.76526403599968,
,,1044 N. Mozart,,Chicago,IL,60622,,PCC West Town Family Health Center,,,FQHC,,,,,,,,41.900627973000496,-87.69811748899969,
,,25 W. 47th Street,,Chicago,IL,60609,,Friend Family Health Center- Beethoven,,,FQHC,,,,,,,,41.809199537000495,-87.62686437599967,
,,2653 W. Odgen,,Chicago,IL,60608,,ACCESS Sinai,,,FQHC,,,,,,,,41.85139216100049,-87.66607919199964,
,,1940 W 18th St,,Chicago,IL,60608,,Alivio Medical Center- Jose Clemente Orozco Academy of Fine Arts and Sciences ,,,FQHC; School-based health center (open to community),,,,,,,,41.85770737900049,-87.67464773399968,
,,3241 S. Michigan Ave,,Chicago,IL,60616,,ACCESS at the Illinois Eye Institute,,,FQHC,,,,,,,,41.83562352500047,-87.62331779899966,
,,1015 W Lawrence Ave,,Chicago,IL,60640,,Heartland Health Outreach- Uptown,,,FQHC; specialize in healthcare for homeless,,,,,,,,41.96907406200046,-87.65537222099965,
,,1504 S. Albany,,Chicago,IL,60623,,Erie Family Health Center - - Johnson School,,,FQHC; School-based health center (open to community),,,,,,,,41.86114281400046,-87.70300287799967,
,,3202 W. North Ave,,Chicago,IL,60647,,ACCESS Humboldt Park Family Health Center,,,FQHC,,,,,,,,41.9101565470005,-87.70714150499964,
,,1431 N. Western,,Chicago,IL,60622,,PrimeCare West Town,,,FQHC,,,,,,,,41.90769253200045,-87.68707847899964,
,,5635 S. Pulaski,,Chicago,IL,60629,,Friend Family Health Center-Pulaski,,,FQHC,,,,,,,,41.7902800870005,-87.72304338699968,
,,4025 N. Sheridan,,Chicago,IL,60613,,Howard Brown Health Center,,,FQHC look-alike,,,,,,,,41.95519135300049,-87.65452410999967,
,,120 W. 111th St,,Chicago,IL,60628,,Chicago Family Health Center - Roseland,,,FQHC,,,,,,,,41.692646838000485,-87.62010043099968,
,,2409 W. Warren,,Chicago,IL,60612,,ACCESS Warren Family Health Center,,,FQHC,,,,,,,,41.88206235300049,-87.68691060499964,
,,2907 S. Wabash suite 106 ,,Chicago,IL,60616,,Mercy Family Health Center - Henry Booth House ,,,FQHC look-alike,,,,,,,,41.841746928000475,-87.62515923099966,
,,1029 E.130th Street,,Chicago,IL,60826,,"TCA Health, Inc",,,FQHC,,,,,,,,39.52368635500045,-99.11415045099966,
,,8300 S. Brandon Ave.,,Chicago,IL,60617,,ACCESS Brandon Family Health Center,,,FQHC,,,,,,,,41.74455832500047,-87.54670730799967,
,,3517 W. Arthington,,Chicago,IL,60624,,Lawndale Christian Health Center - Homan Square,,,FQHC,,,,,,,,41.869948088000456,-87.71355608099964,
,,9718 S. Halsted,,Chicago,IL,60628,,Christian Community Health Center,,,FQHC,,,,,,,,41.71723502800046,-87.64319993299966,
,,3204 W. 26th St.,,Chicago,IL,60623,,ACCESS Centro Medico San Rafael,,,FQHC,,,,,,,,41.844552011000474,-87.70532542499967,
,,1555 W. Howard St.,,Chicago,IL,60626,,ACCESS Evanston-Rogers Park Family Health Center,,,FQHC,,,,,,,,42.01934252800049,-87.67036084999967,
,,4630 S. Bishop Pl,,Chicago,IL,60609,,UIC - Mile Square - Back of the Yards,,,FQHC,,,,,,,,41.809498317000475,-87.66136762899964,
,,6337 S. Woodlawn,,Chicago,IL,60637,,Cook County - Woodlawn Health Center,,,County government clinic,,,,,,,,41.77943406500049,-87.59614278099968,
,,115 N. Parkside,,Chicago,IL,60644,,Circle Family Health Care Network - Parkside,,,FQHC,,,,,,,,41.88279076500049,-87.76654319699969,
,,1520 N. Kostner,,Chicago,IL,60651,,Near North- Kostner Health Center,,,FQHC,,,,,,,,41.9081018060005,-87.73629863999969,
,,4867 N. Broadway,,Chicago,IL,60640,,Near North - Uptown Community Health Center,,,FQHC,,,,,,,,41.97082279800048,-87.65967393099965,
,,30 W. Chicago,,Chicago,IL,60610,,Near North - Denny Community Health Center,,,FQHC,,,,,,,,41.905231123000476,-87.63215773399969,
,,2424 S. Pulaski,,Chicago,IL,60623,,Cook County - Dr. Jorge Prieto Health Center,,,County government clinic,,,,,,,,41.8471388530005,-87.72467787299968,
,,845 W Wilson Ave,,Chicago,IL,60640,,Heartland Health Centers - Wilson,,,FQHC,,,,,,,,41.96543246700048,-87.65107052999969,
,,1321 S. Paulina,,Chicago,IL,60608,,Simpson Academy ,,,School-based health center (open to all CPS students) operated by Rush University,,,,,,,,41.86440905100045,-87.66878964499966,
,,6240 W. 55th St.,,Chicago,IL,60638,,ACCESS Doctors Medical Center,,,FQHC,,,,,,,,41.79243370500046,-87.77951803499968,
,,10536 S. Ewing Ave,,Chicago,IL,60617,,Chicago Family Health Center - East Side,,,FQHC,,,,,,,,41.70350905900045,-87.53530736599964,
,,6821 S. Halsted,,Chicago,IL,60621,,Beloved Community Family Wellness Center,,,FQHC,,,,,,,,41.7699508820005,-87.64450400599969,
,,3048 W Wilton Ave,,Chicago,IL,60657,,Heartland Health Centers - Lake View,,,FQHC; pediatric care only,,,,,,,,41.937737893000474,-87.65287778099969,
,,1240 S. Damen,,Chicago,IL,60608,,"Cook County - Children's Advocacy Center 
",,,County government clinic; pediatric care only,,,,,,,,41.8655853190005,-87.67626629399967,
,,4802 S. Ashland,,Chicago,IL,60609,,Friend Family Health Center - Ashland,,,FQHC,,,,,,,,41.806508867000446,-87.66494691399964,
,,1220 S. Wood,,Chicago,IL,60608,,UIC - Mile Square Health Center,,,FQHC,,,,,,,,41.86608735200048,-87.67133141199969,
,,654 E. 47th St.,,Chicago,IL,60653,,ACCESS Booker Family Health Center,,,FQHC,,,,,,,,41.80951737200047,-87.60946890999969,
,,5843 S.Western,,Chicago,IL,60636,,Friend Family Health Center-Western,,,FQHC,,,,,,,,41.78703006800049,-87.68380389899966,
,,2701 W. 68th St.,,Chicago,IL,60629,,ACCESS at Holy Cross,,,FQHC,,,,,,,,41.77000221800046,-87.69083987199969,
,,966 W. 21st Street,,Chicago,IL,60608,,Alivio Medical Center - Morgan,,,FQHC,,,,,,,,41.853917228000455,-87.65061082099965,
,,3223 W 63rd St,,Chicago,IL,60629,,Chicago Family Health Center - Chicago Lawn,,,FQHC,,,,,,,,41.77893226000049,-87.70414021099964,
,,3050 W. 39th Place,,Chicago,IL,60632,,UIC- Mile Square at Davis Elementary,,,FQHC; School-based health center (open to community),,,,,,,,41.82180297500048,-87.70077411399967,
,,5900 North Glenwood Avenue,,Chicago,IL,60660,,Heartland Health Center- Senn High School,,,FQHC; School-based health center (open to community),,,,,,,,41.98906126300045,-87.66500748099969,
,,3256 W. 24th St,,Chicago,IL,60623,,Lawndale Christian Health Center - Farragut Career Academy,,,FQHC; School-based health center (open to community),,,,,,,,41.84815112600046,-87.70677174099967,
,,7200 S. Ingleside Ave,,Chicago,IL,60619,,ACCESS at Gary Comer Youth Center,,,FQHC; School-based health center (open to community),,,,,,,,41.764002449000486,-87.60189552399964,
,,3059 W. 26th,,Chicago,IL,60623,,Esperanza Health Center - Little Village,,,FQHC,,,,,,,,41.84454379700048,-87.70204496199966,
,,4800 W. Chicago,,Chicago,IL,60651,,Cook County - Austin Health Center,,,County government clinic,,,,,,,,41.89501742500045,-87.74615003399964,
,,1713 S. Ashland,,Chicago,IL,60608,,Mercy Family Health Center - Lower West,,,FQHC look-alike,,,,,,,,41.85827340600048,-87.66615258799965,
,,3800 W. Madison Ave.,,Chicago,IL,60624,,ACCESS Madison Family Health Center,,,FQHC,,,,,,,,41.88081635500049,-87.72114122599965,
,,3525 S. Michigan,,Chicago,IL,60653,,Cook County - Near South Health Center,,,County government clinic,,,,,,,,41.83063891600045,-87.62321022299966,
,,2840 W. Fullerton,,Chicago,IL,60647,,Cook County - Logan Square Health Center,,,County government clinic,,,,,,,,41.92482664500045,-87.6990508029997,
,,2020 N. Clybourn Ave.,,Chicago,IL,60614,,ACCESS at Anixter Center,,,FQHC,,,,,,,,41.918245277000494,-87.65979715499964,
,,2744 W 63rd St,,Chicago,IL,60629,,IMAN Health Clinic,,,"Free clinic; uninsured patients only; registration required; Days/ Hours Tue: 9am-5pm, Wed: 9am-5pm, Thur: 1p-5pm, Sat: 9am-1pm, Sun: 10am-2pm",,,,,,,,41.779157297000495,-87.69273079299967,
,,2533 W. Cermak,,Chicago,IL,60608,,ACCESS Plaza Family Health Center,,,FQHC,,,,,,,,41.851964800000474,-87.68896620599969,
,,1135 W. 69th Street,,Chicago,IL,60621,,Cook County - Englewood Health Center,,,County government clinic,,,,,,,,41.768662244000495,-87.65335983599965,
,,6550 S. Richmond St.,,Chicago,IL,60629,,Esperanza Health Center - Marquette,,,FQHC; School-based health center (open to community),,,,,,,,41.77447966400047,-87.69695320499966,
,,1044 N. Francisco,,Chicago,IL,60622,,PCC Walk-In Wellness Center at Norwegian American Hospital,,,"FQHC, urgent care center ",,,,,,,,41.89982581300046,-87.69929750399967,
,,800 E. 55th Street,,Chicago,IL,60615,,Friend Family Health Center - Cottage Grove ,,,FQHC,,,,,,,,41.79464404000049,-87.62570638499966,
,,2750 W. North,,Chicago,IL,60647,,Erie Family Health Center -- Humboldt Park,,,FQHC,,,,,,,,41.9102465630005,-87.69670093399964,
,,2424 W Peterson,,Chicago,IL,60659,,Asian American Human Services Family Health Center Inc.,,,Community health clinic,,,,,,,,41.990527027000496,-87.69051002599969,
,,3924 W. Fullerton,,Chicago,IL,60647,,PrimeCare Fullerton,,,FQHC,,,,,,,,41.924526692000484,-87.72528265599965,
,,3213 W. 47th Place,,Chicago,IL,60632,,ACCESS Kedzie Family Health Center,,,FQHC,,,,,,,,41.806782626000484,-87.70437341399969,
,,3303 W. 26th Street,,Chicago,IL,60623,,ACCESS Servicios Medicos La Villita,,,FQHC,,,,,,,,41.84447316900048,-87.70764896499969,
,,7131 S. Jeffrey Blvd,,Chicago,IL,60649,,UIC - Mile Square Health Center - South Shore,,,FQHC,,,,,,,,41.76545595900046,-87.57626234999964,
,,5359 W. Fullerton,,Chicago,IL,60639,,PCC Salud Family Health Center,,,FQHC,,,,,,,,41.92404138100045,-87.7605098149997,
,,8234 S. Ashland Ave.,,Chicago,IL,60620,,ACCESS Auburn-Gresham Family Health Center,,,FQHC,,,,,,,,41.743808594000484,-87.66330769099966,
,,8131 S. May St.,,Chicago,IL,60620,,ACCESS at Perspectives Charter School- Calumet,,,FQHC; School-based health center (open to community),,,,,,,,41.746276106000494,-87.65235631599967,
,,5159 S. Ashland Ave.,,Chicago,IL,60609,,ACCESS Ashland Family Health Center,,,FQHC,,,,,,,,41.79974540900048,-87.66468906699964,
,,3528 E. 118th,,Chicago,IL,60617,,Aunt Martha's Southeast Side Community Health Center,,,FQHC,,,,,,,,41.68095938300047,-87.53745850699966,
,,3700 W. 26th St.,,Chicago,IL,60623,,ACCESS Centro Medico,,,FQHC,,,,,,,,41.844386285000496,-87.71757141499967,
,,3753 S. Cottage Grove,,Chicago,IL,60653,,Mercy Family Health Center @ Oakwood Shores,,,FQHC look-alike,,,,,,,,41.826722480000456,-87.60828727799964,
,,4839 W. 47th Street,,Chicago,IL,60638,,ACCESS Southwest Family Health Center,,,FQHC,,,,,,,,41.80757461200045,-87.74460191199967,
,,4750 N Sheridan Rd,,Chicago,IL,60640,,Heartland Health Outreach- Refugee Health,,,FQHC; specialize in refugee health,,,,,,,,41.96843068300046,-87.65485692899966,
,,4930 North Sawyer Avenue,,Chicago,IL,60625,,Heartland Health Center- Hibbard Elementary School,,,FQHC; School-based health center (open to community),,,,,,,,41.97084703000047,-87.70977434799966,
,,1276 N. Clybourn,,Chicago,IL,60610,,Near North - Winfield Moody Health Center,,,FQHC,,,,,,,,41.90535451700049,-87.64178597999967,
,,734 W. 47th St.,,Chicago,IL,60609,,UIC- Mile Square Integrated Health Care New City Clinic,,,FQHC,,,,,,,,41.80798701100048,-87.64450045199965,
,,4221 N. Lincoln Ave,,Chicago,IL,60618,,UIC- Mile Square Integrated Health Care North Center Clinic,,,FQHC,,,,,,,,41.95836825400045,-87.68166153599964,
,,1920 N. Hamlin,,Chicago,IL,60647,,PrimeCare Ames,,,FQHC; School-based health center (open to community),,,,,,,,41.91581950400047,-87.72162791599965,
,,5120 N. California,,Chicago,IL,60625,,Erie Family Health Center - Foster,,,FQHC,,,,,,,,41.9743854350005,-87.69892101399967,
,,2355 S. Western,,Chicago,IL,60608,,Alivio Medical Center - Western,,,FQHC,,,,,,,,41.84852105900046,-87.68549405099964,
,,9119 S. Exchange,,Chicago,IL,60617,,Chicago Family Health Center- South Chicago,,,FQHC,,,,,,,,41.729452411000466,-87.55255938999966,
,,570 E. 115th St,,Chicago,IL,60628,,Chicago Family Health Center- Pullman,,,FQHC,,,,,,,,41.68548708300045,-87.60873128299966,
,,646 N. Lawndale Ave.,,Chicago,IL,60624,,Erie Family Health Center -- L. Ward ,,,FQHC; School-based health center (open to community),,,,,,,,41.892624345000456,-87.71868295299964,
,,1817 S. Loomis St.,,Chicago,IL,60608,,ACCESS Pilsen Family Health Center,,,FQHC,,,,,,,,41.85732003700048,-87.66124326599964,
,,2001 S. California,,Chicago,IL,60608,,Esperanza Health Centers,,,FQHC,,,,,,,,41.85444192300048,-87.69549402199965,
,,2611 W. Chicago,,Chicago,IL,60622,,CommunityHealth - West Town,,,"Volunteer-based free clinic  Days/ Hours Mon- Thurs: 9am-8pm, Fri: 9am-3pm, Sat: 8am-2pm, Sun: CLOSED",,,,,,,,41.89569258300048,-87.69212399099968,
,,3860 W. Ogden,,Chicago,IL,60623,,Lawndale Christian Health Center - Ogden,,,FQHC,,,,,,,,41.85237244300049,-87.72159867899967,
,,5122 S. Archer,,Chicago,IL,60632,,Lawndale Christian Health Center - Archer,,,FQHC,,,,,,,,41.8006452890005,-87.73031479499969,
,,5013 S. Hermitage,,Chicago,IL,60609,,Port Ministries Free Clinic,,,"Free clinic; Uninsured patients only; Only New City Residents within Western/Halsted and 55th/41st Streets boudaries; Tues/Thurs: 1pm-3pm, Sat: 9:30am-12pm",,,,,,,,41.80271496300048,-87.66842898899966,
,,3245 N. Halsted,,Chicago,IL,60657,,Howard Brown Health Center- Aris Health,,,FQHC look-alike,,,,,,,,41.94119028300048,-87.64926308899965,
,,641 W. 63rd Street,,Chicago,IL,60621,,CommunityHealth - Englewood,,,"Volunteer-based free clinic, Days/Hours through Aug 31st are  Mon: 9am-5:30pm, Tues: 10am-5:30pm,  Wed: 9am-5:30pm Thurs: 10am-1pm, Fri: 9am-3pm , Sat/Sun: CLOSED",,,,,,,,41.77979320600048,-87.64095807999968,
,,4081 N Broadway,,Chicago,IL,60613,,American Indian Health Services of Chicago,,,Community health clinic,,,,,,,,41.9564622850005,-87.65166979499969,
,,5425 W. Lake,,Chicago,IL,60644,,PCC Austin Family Health Center,,,FQHC,,,,,,,,41.887271386000464,-87.76137088099966,
,,2525 S. Michigan,,Chicago,IL,60616,,Mercy Family Health Center @ Mercy Hospital ,,,FQHC look-alike,,,,,,,,41.846811956000465,-87.62352337499965,
,,3450 S. Archer Ave.,,Chicago,IL,60608,,ACCESS Cabrini Family Health Center,,,FQHC,,,,,,,,41.8312221810005,-87.67633950099969,
,,3120 S Kostner Ave,,Chicago,IL,60623,,Alivio Medical Center -Little Village Lawndale High School Campus  ,,,FQHC,,,,,,,,41.83605293800048,-87.73406839999967,
,,641 W. 63rd Street,,Chicago,IL,60621,,UIC - Mile Square - Englewood,,,FQHC,,,,,,,,41.77979320600048,-87.64095807999968,
,,834 E 50th Street,,Chicago,IL,60615,,Near North - Reavis ,,,FQHC; School-based health center (open to community),,,,,,,,41.804102568000474,-87.60565952499968,
